Series ID,Year,Period,Label,Value
LASST190000000000003,2018,M12,2018 Dec,2.6
LASST190000000000003,2019,M01,2019 Jan,2.6
LASST190000000000003,2019,M02,2019 Feb,2.6
LASST190000000000003,2019,M03,2019 Mar,2.6
LASST190000000000003,2019,M04,2019 Apr,2.6
LASST190000000000003,2019,M05,2019 May,2.6
LASST190000000000003,2019,M06,2019 Jun,2.6
LASST190000000000003,2019,M07,2019 Jul,2.7
LASST190000000000003,2019,M08,2019 Aug,2.7
LASST190000000000003,2019,M09,2019 Sep,2.8
LASST190000000000003,2019,M10,2019 Oct,2.7
LASST190000000000003,2019,M11,2019 Nov,2.7
LASST190000000000003,2019,M12,2019 Dec,2.7
LASST190000000000003,2020,M01,2020 Jan,2.7
LASST190000000000003,2020,M02,2020 Feb,2.7
LASST190000000000003,2020,M03,2020 Mar,2.6
LASST190000000000003,2020,M04,2020 Apr,11.0
LASST190000000000003,2020,M05,2020 May,8.4
LASST190000000000003,2020,M06,2020 Jun,6.8
LASST190000000000003,2020,M07,2020 Jul,5.9
LASST190000000000003,2020,M08,2020 Aug,5.0
LASST190000000000003,2020,M09,2020 Sep,4.6
LASST190000000000003,2020,M10,2020 Oct,4.3
LASST190000000000003,2020,M11,2020 Nov,4.2
LASST190000000000003,2020,M12,2020 Dec,4.2
LASST190000000000003,2021,M01,2021 Jan,4.2
LASST190000000000003,2021,M02,2021 Feb,4.2
LASST190000000000003,2021,M03,2021 Mar,4.3
LASST190000000000003,2021,M04,2021 Apr,4.3
LASST190000000000003,2021,M05,2021 May,4.3
LASST190000000000003,2021,M06,2021 Jun,4.2
LASST190000000000003,2021,M07,2021 Jul,4.0
LASST190000000000003,2021,M08,2021 Aug,3.8
LASST190000000000003,2021,M09,2021 Sep,3.6
LASST190000000000003,2021,M10,2021 Oct,3.3
LASST190000000000003,2021,M11,2021 Nov,3.1
LASST190000000000003,2021,M12,2021 Dec,2.9
LASST190000000000003,2022,M01,2022 Jan,2.7
LASST190000000000003,2022,M02,2022 Feb,2.6
LASST190000000000003,2022,M03,2022 Mar,2.5
LASST190000000000003,2022,M04,2022 Apr,2.5
LASST190000000000003,2022,M05,2022 May,2.6
LASST190000000000003,2022,M06,2022 Jun,2.7
LASST190000000000003,2022,M07,2022 Jul,2.8
LASST190000000000003,2022,M08,2022 Aug,3.0
LASST190000000000003,2022,M09,2022 Sep,3.1
LASST190000000000003,2022,M10,2022 Oct,3.1
LASST190000000000003,2022,M11,2022 Nov,3.1
LASST190000000000003,2022,M12,2022 Dec,3.0
LASST190000000000003,2023,M01,2023 Jan,2.9
LASST190000000000003,2023,M02,2023 Feb,2.9
LASST190000000000003,2023,M03,2023 Mar,2.8
LASST190000000000003,2023,M04,2023 Apr,2.8
LASST190000000000003,2023,M05,2023 May,2.8
LASST190000000000003,2023,M06,2023 Jun,2.9
LASST190000000000003,2023,M07,2023 Jul,3.0
LASST190000000000003,2023,M08,2023 Aug,3.1
LASST190000000000003,2023,M09,2023 Sep,3.1
LASST190000000000003,2023,M10,2023 Oct,3.1
LASST190000000000003,2023,M11,2023 Nov,3.1
LASST190000000000003,2023,M12,2023 Dec,3.0
LASST190000000000003,2024,M01,2024 Jan,3.0
LASST190000000000003,2024,M02,2024 Feb,3.0
LASST190000000000003,2024,M03,2024 Mar,2.9
LASST190000000000003,2024,M04,2024 Apr,2.8
LASST190000000000003,2024,M05,2024 May,2.8
LASST190000000000003,2024,M06,2024 Jun,2.8
